2022-02-22 16:13:39.137 UTC,,,186855,,62150bb3.2d9e7,1,,2022-02-22 16:13:39 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2022-02-22 16:13:39.137 UTC,,,186855,,62150bb3.2d9e7,2,,2022-02-22 16:13:39 UTC,,0,LOG,00000,"starting PostgreSQL 14.2 (Ubuntu 14.2-1.pgdg20.04+1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 9.3.0-17ubuntu1~20.04) 9.3.0, 64-bit",,,,,,,,,"","postmaster",,0
2022-02-22 16:13:39.138 UTC,,,186855,,62150bb3.2d9e7,3,,2022-02-22 16:13:39 UTC,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster",,0
2022-02-22 16:13:39.140 UTC,,,186855,,62150bb3.2d9e7,4,,2022-02-22 16:13:39 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2022-02-22 16:13:39.147 UTC,,,186861,,62150bb3.2d9ed,1,,2022-02-22 16:13:39 UTC,,0,LOG,00000,"database system was shut down at 2022-02-22 16:13:38 UTC",,,,,,,,,"","startup",,0
2022-02-22 16:13:39.159 UTC,,,186855,,62150bb3.2d9e7,5,,2022-02-22 16:13:39 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2022-02-22 16:13:39.745 UTC,,,186868,"[local]",62150bb3.2d9f4,1,"",2022-02-22 16:13:39 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-02-22 16:13:40.256 UTC,,,186874,"[local]",62150bb4.2d9fa,1,"",2022-02-22 16:13:40 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-02-22 16:13:40.256 UTC,"postgres","template1",186874,"[local]",62150bb4.2d9fa,2,"authentication",2022-02-22 16:13:40 UTC,3/1,0,LOG,00000,"connection authenticated: identity=""postgres"" method=peer (/etc/postgresql/14/main/pg_hba.conf:90)",,,,,,,,,"","client backend",,0
2022-02-22 16:13:40.256 UTC,"postgres","template1",186874,"[local]",62150bb4.2d9fa,3,"authentication",2022-02-22 16:13:40 UTC,3/1,0,LOG,00000,"connection authorized: user=postgres database=template1 application_name=psql",,,,,,,,,"","client backend",,0
2022-02-22 16:13:40.261 UTC,"postgres","template1",186874,"[local]",62150bb4.2d9fa,4,"idle",2022-02-22 16:13:40 UTC,3/2,0,LOG,00000,"statement: ",,,,,,,,,"psql","client backend",,0
2022-02-22 16:13:40.261 UTC,"postgres","template1",186874,"[local]",62150bb4.2d9fa,5,"idle",2022-02-22 16:13:40 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.005 user=postgres database=template1 host=[local]",,,,,,,,,"psql","client backend",,0
2022-02-22 16:13:40.775 UTC,,,186877,"[local]",62150bb4.2d9fd,1,"",2022-02-22 16:13:40 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-02-22 16:13:40.776 UTC,"postgres","template1",186877,"[local]",62150bb4.2d9fd,2,"authentication",2022-02-22 16:13:40 UTC,3/3,0,LOG,00000,"connection authenticated: identity=""postgres"" method=peer (/etc/postgresql/14/main/pg_hba.conf:90)",,,,,,,,,"","client backend",,0
2022-02-22 16:13:40.776 UTC,"postgres","template1",186877,"[local]",62150bb4.2d9fd,3,"authentication",2022-02-22 16:13:40 UTC,3/3,0,LOG,00000,"connection authorized: user=postgres database=template1 application_name=psql",,,,,,,,,"","client backend",,0
2022-02-22 16:13:40.777 UTC,"postgres","template1",186877,"[local]",62150bb4.2d9fd,4,"idle",2022-02-22 16:13:40 UTC,3/4,0,LOG,00000,"statement: ",,,,,,,,,"psql","client backend",,0
2022-02-22 16:13:40.777 UTC,"postgres","template1",186877,"[local]",62150bb4.2d9fd,5,"idle",2022-02-22 16:13:40 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.002 user=postgres database=template1 host=[local]",,,,,,,,,"psql","client backend",,0
2022-02-22 16:13:41.291 UTC,,,186880,"[local]",62150bb5.2da00,1,"",2022-02-22 16:13:41 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-02-22 16:13:41.292 UTC,"postgres","template1",186880,"[local]",62150bb5.2da00,2,"authentication",2022-02-22 16:13:41 UTC,3/5,0,LOG,00000,"connection authenticated: identity=""postgres"" method=peer (/etc/postgresql/14/main/pg_hba.conf:90)",,,,,,,,,"","client backend",,0
2022-02-22 16:13:41.292 UTC,"postgres","template1",186880,"[local]",62150bb5.2da00,3,"authentication",2022-02-22 16:13:41 UTC,3/5,0,LOG,00000,"connection authorized: user=postgres database=template1 application_name=psql",,,,,,,,,"","client backend",,0
2022-02-22 16:13:41.293 UTC,"postgres","template1",186880,"[local]",62150bb5.2da00,4,"idle",2022-02-22 16:13:41 UTC,3/6,0,LOG,00000,"statement: ",,,,,,,,,"psql","client backend",,0
2022-02-22 16:13:41.293 UTC,"postgres","template1",186880,"[local]",62150bb5.2da00,5,"idle",2022-02-22 16:13:41 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.002 user=postgres database=template1 host=[local]",,,,,,,,,"psql","client backend",,0
2022-02-22 16:13:41.340 UTC,,,186886,"[local]",62150bb5.2da06,1,"",2022-02-22 16:13:41 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-02-22 16:13:41.341 UTC,"root","root",186886,"[local]",62150bb5.2da06,2,"authentication",2022-02-22 16:13:41 UTC,3/7,0,LOG,00000,"connection authenticated: identity=""root"" method=peer (/etc/postgresql/14/main/pg_hba.conf:95)",,,,,,,,,"","client backend",,0
2022-02-22 16:13:41.342 UTC,"root","root",186886,"[local]",62150bb5.2da06,3,"authentication",2022-02-22 16:13:41 UTC,3/7,0,LOG,00000,"connection authorized: user=root database=root application_name=pg_isready",,,,,,,,,"","client backend",,0
2022-02-22 16:13:41.342 UTC,"root","root",186886,"[local]",62150bb5.2da06,4,"startup",2022-02-22 16:13:41 UTC,3/7,0,FATAL,28000,"role ""root"" does not exist",,,,,,,,,"","client backend",,0
2022-02-22 16:13:45.595 UTC,,,186942,"127.0.0.1:43854",62150bb9.2da3e,1,"",2022-02-22 16:13:45 UTC,,0,LOG,00000,"connection received: host=127.0.0.1 port=43854",,,,,,,,,"","not initialized",,0
2022-02-22 16:13:45.791 UTC,"project1user","project1db",186942,"127.0.0.1:43854",62150bb9.2da3e,2,"authentication",2022-02-22 16:13:45 UTC,3/8,0,LOG,00000,"connection authenticated: identity=""project1user"" method=scram-sha-256 (/etc/postgresql/14/main/pg_hba.conf:97)",,,,,,,,,"","client backend",,0
