2022-03-08 21:06:42.541 UTC,,,308485,,6227c562.4b505,1,,2022-03-08 21:06:42 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2022-03-08 21:06:42.541 UTC,,,308485,,6227c562.4b505,2,,2022-03-08 21:06:42 UTC,,0,LOG,00000,"starting PostgreSQL 14.2 (Ubuntu 14.2-1.pgdg20.04+1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 9.3.0-17ubuntu1~20.04) 9.3.0, 64-bit",,,,,,,,,"","postmaster",,0
2022-03-08 21:06:42.542 UTC,,,308485,,6227c562.4b505,3,,2022-03-08 21:06:42 UTC,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster",,0
2022-03-08 21:06:42.544 UTC,,,308485,,6227c562.4b505,4,,2022-03-08 21:06:42 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2022-03-08 21:06:42.552 UTC,,,308493,,6227c562.4b50d,1,,2022-03-08 21:06:42 UTC,,0,LOG,00000,"database system was shut down at 2022-03-08 21:06:41 UTC",,,,,,,,,"","startup",,0
2022-03-08 21:06:42.564 UTC,,,308485,,6227c562.4b505,5,,2022-03-08 21:06:42 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2022-03-08 21:06:43.145 UTC,,,308500,"[local]",6227c563.4b514,1,"",2022-03-08 21:06:43 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-03-08 21:06:43.657 UTC,,,308506,"[local]",6227c563.4b51a,1,"",2022-03-08 21:06:43 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-03-08 21:06:43.657 UTC,"postgres","template1",308506,"[local]",6227c563.4b51a,2,"authentication",2022-03-08 21:06:43 UTC,3/1,0,LOG,00000,"connection authenticated: identity=""postgres"" method=peer (/etc/postgresql/14/main/pg_hba.conf:90)",,,,,,,,,"","client backend",,0
2022-03-08 21:06:43.657 UTC,"postgres","template1",308506,"[local]",6227c563.4b51a,3,"authentication",2022-03-08 21:06:43 UTC,3/1,0,LOG,00000,"connection authorized: user=postgres database=template1 application_name=psql",,,,,,,,,"","client backend",,0
2022-03-08 21:06:43.662 UTC,"postgres","template1",308506,"[local]",6227c563.4b51a,4,"idle",2022-03-08 21:06:43 UTC,3/2,0,LOG,00000,"statement: ",,,,,,,,,"psql","client backend",,0
2022-03-08 21:06:43.662 UTC,"postgres","template1",308506,"[local]",6227c563.4b51a,5,"idle",2022-03-08 21:06:43 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.005 user=postgres database=template1 host=[local]",,,,,,,,,"psql","client backend",,0
2022-03-08 21:06:44.176 UTC,,,308509,"[local]",6227c564.4b51d,1,"",2022-03-08 21:06:44 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-03-08 21:06:44.177 UTC,"postgres","template1",308509,"[local]",6227c564.4b51d,2,"authentication",2022-03-08 21:06:44 UTC,3/3,0,LOG,00000,"connection authenticated: identity=""postgres"" method=peer (/etc/postgresql/14/main/pg_hba.conf:90)",,,,,,,,,"","client backend",,0
2022-03-08 21:06:44.177 UTC,"postgres","template1",308509,"[local]",6227c564.4b51d,3,"authentication",2022-03-08 21:06:44 UTC,3/3,0,LOG,00000,"connection authorized: user=postgres database=template1 application_name=psql",,,,,,,,,"","client backend",,0
2022-03-08 21:06:44.178 UTC,"postgres","template1",308509,"[local]",6227c564.4b51d,4,"idle",2022-03-08 21:06:44 UTC,3/4,0,LOG,00000,"statement: ",,,,,,,,,"psql","client backend",,0
2022-03-08 21:06:44.178 UTC,"postgres","template1",308509,"[local]",6227c564.4b51d,5,"idle",2022-03-08 21:06:44 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.002 user=postgres database=template1 host=[local]",,,,,,,,,"psql","client backend",,0
2022-03-08 21:06:44.692 UTC,,,308515,"[local]",6227c564.4b523,1,"",2022-03-08 21:06:44 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-03-08 21:06:44.692 UTC,"postgres","template1",308515,"[local]",6227c564.4b523,2,"authentication",2022-03-08 21:06:44 UTC,3/5,0,LOG,00000,"connection authenticated: identity=""postgres"" method=peer (/etc/postgresql/14/main/pg_hba.conf:90)",,,,,,,,,"","client backend",,0
2022-03-08 21:06:44.692 UTC,"postgres","template1",308515,"[local]",6227c564.4b523,3,"authentication",2022-03-08 21:06:44 UTC,3/5,0,LOG,00000,"connection authorized: user=postgres database=template1 application_name=psql",,,,,,,,,"","client backend",,0
2022-03-08 21:06:44.693 UTC,"postgres","template1",308515,"[local]",6227c564.4b523,4,"idle",2022-03-08 21:06:44 UTC,3/6,0,LOG,00000,"statement: ",,,,,,,,,"psql","client backend",,0
2022-03-08 21:06:44.693 UTC,"postgres","template1",308515,"[local]",6227c564.4b523,5,"idle",2022-03-08 21:06:44 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.001 user=postgres database=template1 host=[local]",,,,,,,,,"psql","client backend",,0
2022-03-08 21:06:44.740 UTC,,,308522,"[local]",6227c564.4b52a,1,"",2022-03-08 21:06:44 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2022-03-08 21:06:44.741 UTC,"root","root",308522,"[local]",6227c564.4b52a,2,"authentication",2022-03-08 21:06:44 UTC,3/7,0,LOG,00000,"connection authenticated: identity=""root"" method=peer (/etc/postgresql/14/main/pg_hba.conf:95)",,,,,,,,,"","client backend",,0
2022-03-08 21:06:44.741 UTC,"root","root",308522,"[local]",6227c564.4b52a,3,"authentication",2022-03-08 21:06:44 UTC,3/7,0,LOG,00000,"connection authorized: user=root database=root application_name=pg_isready",,,,,,,,,"","client backend",,0
2022-03-08 21:06:44.741 UTC,"root","root",308522,"[local]",6227c564.4b52a,4,"startup",2022-03-08 21:06:44 UTC,3/7,0,FATAL,28000,"role ""root"" does not exist",,,,,,,,,"","client backend",,0
2022-03-08 21:06:55.771 UTC,,,308606,"127.0.0.1:55504",6227c56f.4b57e,1,"",2022-03-08 21:06:55 UTC,,0,LOG,00000,"connection received: host=127.0.0.1 port=55504",,,,,,,,,"","not initialized",,0
2022-03-08 21:06:55.966 UTC,"project1user","project1db",308606,"127.0.0.1:55504",6227c56f.4b57e,2,"authentication",2022-03-08 21:06:55 UTC,3/8,0,LOG,00000,"connection authenticated: identity=""project1user"" method=scram-sha-256 (/etc/postgresql/14/main/pg_hba.conf:97)",,,,,,,,,"","client backend",,0
2022-03-08 21:06:55.966 UTC,"project1user","project1db",308606,"127.0.0.1:55504",6227c56f.4b57e,3,"authentication",2022-03-08 21:06:55 UTC,3/8,0,LOG,00000,"connection authorized: user=project1user database=project1db SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",,,,,,,,,"","client backend",,0
2022-03-08 21:06:55.987 UTC,"project1user","project1db",308606,"127.0.0.1:55504",6227c56f.4b57e,4,"idle",2022-03-08 21:06:55 UTC,3/9,0,LOG,00000,"statement: BEGIN",,,,,,,,,"","client backend",,0
2022-03-08 21:06:55.987 UTC,"project1user","project1db",308606,"127.0.0.1:55504",6227c56f.4b57e,5,"idle in transaction",2022-03-08 21:06:55 UTC,3/9,0,LOG,00000,"statement: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-03-08 21:06:55.988 UTC,"project1user","project1db",308606,"127.0.0.1:55504",6227c56f.4b57e,6,"idle in transaction",2022-03-08 21:06:55 UTC,3/9,0,LOG,00000,"statement: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-03-08 21:06:55.988 UTC,"project1user","project1db",308606,"127.0.0.1:55504",6227c56f.4b57e,7,"idle in transaction",2022-03-08 21:06:55 UTC,3/9,0,LOG,00000,"statement: COMMIT",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-03-08 21:06:55.997 UTC,"project1user","project1db",308606,"127.0.0.1:55504",6227c56f.4b57e,8,"idle",2022-03-08 21:06:55 UTC,3/10,0,LOG,00000,"statement: select current_schema()",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-03-08 21:06:56.002 UTC,"project1user","project1db",308606,"127.0.0.1:55504",6227c56f.4b57e,9,"idle",2022-03-08 21:06:55 UTC,3/11,0,LOG,00000,"statement: SELECT NULL AS TABLE_CAT, n.nspname AS TABLE_SCHEM, c.relname AS TABLE_NAME,  CASE n.nspname ~ '^pg_' OR n.nspname = 'information_schema'  WHEN true THEN CASE  WHEN n.nspname = 'pg_catalog' OR n.nspname = 'information_schema' THEN CASE c.relkind   WHEN 'r' THEN 'SYSTEM TABLE'   WHEN 'v' THEN 'SYSTEM VIEW'   WHEN 'i' THEN 'SYSTEM INDEX'   ELSE NULL   END  WHEN n.nspname = 'pg_toast' THEN CASE c.relkind   WHEN 'r' THEN 'SYSTEM TOAST TABLE'   WHEN 'i' THEN 'SYSTEM TOAST INDEX'   ELSE NULL   END  ELSE CASE c.relkind   WHEN 'r' THEN 'TEMPORARY TABLE'   WHEN 'p' THEN 'TEMPORARY TABLE'   WHEN 'i' THEN 'TEMPORARY INDEX'   WHEN 'S' THEN 'TEMPORARY SEQUENCE'   WHEN 'v' THEN 'TEMPORARY VIEW'   ELSE NULL   END  END  WHEN false THEN CASE c.relkind  WHEN 'r' THEN 'TABLE'  WHEN 'p' THEN 'PARTITIONED TABLE'  WHEN 'i' THEN 'INDEX'  WHEN 'P' then 'PARTITIONED INDEX'  WHEN 'S' THEN 'SEQUENCE'  WHEN 'v' THEN 'VIEW'  WHEN 'c' THEN 'TYPE'  WHEN 'f' THEN 'FOREIGN TABLE'  WHEN 'm' THEN 'MATERIALIZED VIEW'  ELSE NULL  END  ELSE NULL  END  AS TABLE_TYPE, d.description AS REMARKS,  '' as TYPE_CAT, '' as TYPE_SCHEM, '' as TYPE_NAME, '' AS SELF_REFERENCING_COL_NAME, '' AS REF_GENERATION  FROM pg_catalog.pg_namespace n, pg_catalog.pg_class c  LEFT JOIN pg_catalog.pg_description d ON (c.oid = d.objoid AND d.objsubid = 0  and d.classoid = 'pg_class'::regclass)  WHERE c.relnamespace = n.oid  AND n.nspname LIKE 'public' AND (false  OR ( c.relkind = 'r' AND n.nspname !~ '^pg_' AND n.nspname <> 'information_schema' ) )  ORDER BY TABLE_TYPE,TABLE_SCHEM,TABLE_NAME ",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
